Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Ireland,IRL,36.3,..,..,..,..,30.4,..,28.4,..,..,25.7,..,..,..,..,21.5,..,..,..,..,18.2,17.6,17,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Israel,ISR,23.1,..,..,..,..,20.4,..,19.6,..,..,18.2,..,..,..,..,16.2,..,..,..,..,14.5,14.2,13.8,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Italy,ITA,19.2,..,..,..,..,19.3,..,19.2,..,..,19.2,..,..,..,..,19.2,..,..,..,..,19.2,19.1,19.1,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Jamaica,JAM,8.8,..,..,..,..,7.1,..,6.5,..,..,5.7,..,..,..,..,4.6,..,..,..,..,3.8,3.6,3.5,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Japan,JPN,14.7,..,..,..,..,13.3,..,12.8,..,..,12,..,..,..,..,11,..,..,..,..,10,9.8,9.6,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Jordan,JOR,10.2,..,..,..,..,10.8,..,11.1,..,..,11.6,..,..,..,..,12.3,..,..,..,..,13.2,13.3,13.6,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Kazakhstan,KAZ,12,..,..,..,..,10.6,..,10.1,..,..,9.3,..,..,..,..,8.3,..,..,..,..,7.3,7.2,7,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Kenya,KEN,6.1,..,..,..,..,5,..,4.6,..,..,4.2,..,..,..,..,3.5,..,..,..,..,2.9,2.8,2.7,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Kiribati,KIR,53.9,..,..,..,..,45.9,..,42.9,..,..,38.9,..,..,..,..,33.3,..,..,..,..,28.5,27.7,26.8,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,"Korea, Dem. People's Rep.",PRK,0,..,..,..,..,0,..,0,..,..,0,..,..,..,..,0,..,..,..,..,0,0,0,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,"Korea, Rep.",KOR,7.2,..,..,..,..,6.9,..,6.7,..,..,6.5,..,..,..,..,6.2,..,..,..,..,5.9,5.9,5.8,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Kuwait,KWT,5.1,..,..,..,..,4.1,..,3.8,..,..,3.4,..,..,..,..,2.8,..,..,..,..,2.3,2.2,2.1,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Kyrgyz Republic,KGZ,5.1,..,..,..,..,4.5,..,4.4,..,..,4.2,..,..,..,..,3.8,..,..,..,..,3.4,3.4,3.3,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Lao PDR,LAO,33.2,..,..,..,..,24.6,..,21.9,..,..,18.2,..,..,..,..,13.5,..,..,..,..,10.1,9.6,9,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Latvia,LVA,27.7,..,..,..,..,26,..,25.5,..,..,24.5,..,..,..,..,23,..,..,..,..,21.7,21.4,21.1,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Lebanon,LBN,31.5,..,..,..,..,29.8,..,29.4,..,..,28.5,..,..,..,..,27.3,..,..,..,..,26.1,25.8,25.7,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Lesotho,LSO,17,..,..,..,..,12.7,..,11.4,..,..,9.6,..,..,..,..,7.3,..,..,..,..,5.7,5.4,5.1,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Liberia,LBR,6.4,..,..,..,..,4.8,..,4.3,..,..,3.6,..,..,..,..,2.7,..,..,..,..,2.1,2,1.9,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Lithuania,LTU,26,..,..,..,..,24.8,..,24.4,..,..,23.8,..,..,..,..,22.8,..,..,..,..,22,21.8,21.6,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Luxembourg,LUX,24.6,..,..,..,..,23.9,..,23.7,..,..,23.1,..,..,..,..,22.5,..,..,..,..,21.9,21.8,21.6,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Madagascar,MDG,48.5,..,..,..,..,34.2,..,29.8,..,..,24.2,..,..,..,..,17.2,..,..,..,..,12.3,11.5,10.7,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Malawi,MWI,12.8,..,..,..,..,9.2,..,8,..,..,6.6,..,..,..,..,4.8,..,..,..,..,3.4,3.2,3,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Malaysia,MYS,5.4,..,..,..,..,3.4,..,2.9,..,..,2.2,..,..,..,..,1.4,..,..,..,..,0.9,0.8,0.7,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Maldives,MDV,24.7,..,..,..,..,20.1,..,18.6,..,..,16.5,..,..,..,..,13.5,..,..,..,..,11.2,10.8,10.4,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Mali,MLI,4.6,..,..,..,..,3.1,..,2.7,..,..,2.2,..,..,..,..,1.5,..,..,..,..,1,1,0.9,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Malta,MLT,24.5,..,..,..,..,24.2,..,23.9,..,..,23.9,..,..,..,..,23.4,..,..,..,..,23.3,23.3,23.2,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Marshall Islands,MHL,9.5,..,..,..,..,9.2,..,9.1,..,..,9,..,..,..,..,8.8,..,..,..,..,8.6,8.5,8.5,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Mauritania,MRT,7.1,..,..,..,..,5.3,..,4.7,..,..,3.9,..,..,..,..,3,..,..,..,..,2.3,2.1,2,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Mauritius,MUS,4.8,..,..,..,..,4.3,..,4.1,..,..,3.8,..,..,..,..,3.4,..,..,..,..,3.1,3,3,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Mexico,MEX,12,..,..,..,..,10.6,..,10.1,..,..,9.3,..,..,..,..,8.2,..,..,..,..,7.2,7,6.9,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Moldova,MDA,6,..,..,..,..,6.2,..,6.3,..,..,6.4,..,..,..,..,6.6,..,..,..,..,6.9,6.9,7,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Mongolia,MNG,8.6,..,..,..,..,8.2,..,8.1,..,..,7.9,..,..,..,..,7.6,..,..,..,..,7.3,7.3,7.2,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Montenegro,MNE,36.4,..,..,..,..,35.5,..,35.1,..,..,34.7,..,..,..,..,33.9,..,..,..,..,33.2,33.3,33.2,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Morocco,MAR,2.9,..,..,..,..,2.2,..,2,..,..,1.8,..,..,..,..,1.4,..,..,..,..,1.1,1.1,1,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Myanmar,MMR,48.6,..,..,..,..,41.2,..,38,..,..,33.7,..,..,..,..,26.9,..,..,..,..,21.2,20.2,19.3,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Namibia,NAM,19.2,..,..,..,..,14.3,..,12.6,..,..,10.6,..,..,..,..,7.9,..,..,..,..,5.9,5.5,5.2,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Nauru,NRU,70,..,..,..,..,63.9,..,61.6,..,..,58.4,..,..,..,..,54.1,..,..,..,..,49.5,48.7,48.1,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Nepal,NPL,55.2,..,..,..,..,41.5,..,35.7,..,..,28.1,..,..,..,..,18.9,..,..,..,..,12.7,11.9,10.9,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Netherlands,NLD,31.8,..,..,..,..,28,..,27,..,..,25.1,..,..,..,..,22.5,..,..,..,..,19.9,19.4,19,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,New Zealand,NZL,29.6,..,..,..,..,23.8,..,21.7,..,..,19,..,..,..,..,15.2,..,..,..,..,12.1,11.6,11.1,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Nicaragua,NIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Niger,NER,2.7,..,..,..,..,2.3,..,2.1,..,..,1.9,..,..,..,..,1.6,..,..,..,..,1.4,1.4,1.4,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Nigeria,NGA,2,..,..,..,..,1.4,..,1.2,..,..,1,..,..,..,..,0.7,..,..,..,..,0.5,0.5,0.5,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Norway,NOR,43.6,..,..,..,..,33.4,..,30,..,..,25.6,..,..,..,..,19.7,..,..,..,..,15.1,14.3,13.5,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Oman,OMN,0.6,..,..,..,..,0.6,..,0.5,..,..,0.5,..,..,..,..,0.5,..,..,..,..,0.4,0.4,0.4,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Pakistan,PAK,20.6,..,..,..,..,16,..,14.5,..,..,12.5,..,..,..,..,9.8,..,..,..,..,7.7,7.3,7,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Palau,PLW,14,..,..,..,..,12.1,..,11.3,..,..,10.5,..,..,..,..,9.1,..,..,..,..,8,7.8,7.6,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Panama,PAN,5.6,..,..,..,..,4.3,..,3.9,..,..,3.3,..,..,..,..,2.6,..,..,..,..,2,2,1.9,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Papua New Guinea,PNG,36.6,..,..,..,..,33.4,..,32.2,..,..,30.5,..,..,..,..,28,..,..,..,..,25.9,25.5,24.9,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Paraguay,PRY,14.5,..,..,..,..,10.7,..,9.4,..,..,8,..,..,..,..,5.9,..,..,..,..,4.4,4.2,3.9,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Peru,PER,13.6,..,..,..,..,9.3,..,8,..,..,6.4,..,..,..,..,4.4,..,..,..,..,3.1,2.8,2.6,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Philippines,PHL,15.2,..,..,..,..,11.5,..,10.3,..,..,8.7,..,..,..,..,6.6,..,..,..,..,5,4.8,4.5,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Poland,POL,31.7,..,..,..,..,28.5,..,27.3,..,..,25.7,..,..,..,..,23.2,..,..,..,..,20.9,20.5,20.1,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Portugal,PRT,15.2,..,..,..,..,16.3,..,16.8,..,..,17.5,..,..,..,..,18.8,..,..,..,..,20.3,20.6,20.7,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Puerto Rico (US),PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Qatar,QAT,2.8,..,..,..,..,2.7,..,2.6,..,..,2.5,..,..,..,..,2.4,..,..,..,..,2.3,2.3,2.3,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Romania,ROU,25.8,..,..,..,..,24.7,..,24.2,..,..,23.7,..,..,..,..,22.7,..,..,..,..,21.9,21.7,21.5,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Russian Federation,RUS,12,..,..,..,..,13,..,13.5,..,..,14.2,..,..,..,..,15.4,..,..,..,..,16.8,17,17.4,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Rwanda,RWA,14.4,..,..,..,..,12.3,..,11.6,..,..,10.6,..,..,..,..,9.2,..,..,..,..,8,7.8,7.6,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Samoa,WSM,24,..,..,..,..,21,..,19.8,..,..,18.3,..,..,..,..,16,..,..,..,..,14.1,13.7,13.4,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Sao Tome and Principe,STP,3.8,..,..,..,..,3.2,..,3,..,..,2.8,..,..,..,..,2.4,..,..,..,..,2.1,2,2,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Saudi Arabia,SAU,3.6,..,..,..,..,3.1,..,3,..,..,2.7,..,..,..,..,2.4,..,..,..,..,2.2,2.2,2.1,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Senegal,SEN,1.7,..,..,..,..,1.3,..,1.2,..,..,1.1,..,..,..,..,0.9,..,..,..,..,0.7,0.7,0.7,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Serbia,SRB,39.1,..,..,..,..,38.9,..,39.1,..,..,39.1,..,..,..,..,39,..,..,..,..,39.2,39.1,39.1,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Seychelles,SYC,17.9,..,..,..,..,13.8,..,12.3,..,..,10.6,..,..,..,..,8.2,..,..,..,..,6.4,6.1,5.8,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Sierra Leone,SLE,14.8,..,..,..,..,12,..,10.9,..,..,9.6,..,..,..,..,7.9,..,..,..,..,6.4,6.2,5.9,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Singapore,SGP,5.8,..,..,..,..,5.5,..,5.4,..,..,5.3,..,..,..,..,5.1,..,..,..,..,4.9,4.9,4.9,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Slovak Republic,SVK,20.7,..,..,..,..,22,..,22.8,..,..,23.7,..,..,..,..,25.5,..,..,..,..,27.6,28,28.5,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Slovenia,SVN,23.1,..,..,..,..,22,..,21.5,..,..,20.9,..,..,..,..,19.9,..,..,..,..,18.9,18.8,18.5,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Solomon Islands,SLB,26.6,..,..,..,..,24.6,..,23.7,..,..,22.8,..,..,..,..,21.2,..,..,..,..,19.9,19.6,19.4,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,"Somalia, Fed. Rep.",SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,South Africa,ZAF,11.7,..,..,..,..,10.2,..,9.7,..,..,8.9,..,..,..,..,7.8,..,..,..,..,6.9,6.7,6.5,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Spain,ESP,27.6,..,..,..,..,27.6,..,27.6,..,..,27.6,..,..,..,..,27.5,..,..,..,..,27.5,27.5,27.5,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Sri Lanka,LKA,9.3,..,..,..,..,6.7,..,5.8,..,..,4.8,..,..,..,..,3.5,..,..,..,..,2.5,2.3,2.2,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,St. Lucia,LCA,7.3,..,..,..,..,5.9,..,5.4,..,..,4.8,..,..,..,..,3.9,..,..,..,..,3.2,3.1,3,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Sudan,SDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Sweden,SWE,41.2,..,..,..,..,33.7,..,30.9,..,..,27.2,..,..,..,..,22,..,..,..,..,17.9,17.2,16.4,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Switzerland,CHE,23.6,..,..,..,..,23.6,..,23.3,..,..,23.3,..,..,..,..,23.2,..,..,..,..,23.1,23,22.9,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Tanzania,TZA,7.5,..,..,..,..,6.1,..,5.7,..,..,5.1,..,..,..,..,4.2,..,..,..,..,3.5,3.4,3.3,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Thailand,THA,3.2,..,..,..,..,2.7,..,2.5,..,..,2.2,..,..,..,..,1.9,..,..,..,..,1.6,1.5,1.5,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Timor-Leste,TLS,21.2,..,..,..,..,18,..,16.8,..,..,15.2,..,..,..,..,13,..,..,..,..,11.1,10.8,10.5,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Togo,TGO,5.6,..,..,..,..,3.7,..,3.2,..,..,2.5,..,..,..,..,1.7,..,..,..,..,1.2,1.1,1,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Tonga,TON,13.7,..,..,..,..,14.1,..,14.2,..,..,14.4,..,..,..,..,14.9,..,..,..,..,15.3,15.4,15.5,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Tunisia,TUN,4.4,..,..,..,..,3.5,..,3.1,..,..,2.7,..,..,..,..,2.1,..,..,..,..,1.7,1.6,1.6,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Turkiye,TUR,14.7,..,..,..,..,15.7,..,16.2,..,..,16.8,..,..,..,..,17.9,..,..,..,..,19.2,19.5,19.8,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Turkmenistan,TKM,0.7,..,..,..,..,0.6,..,0.6,..,..,0.6,..,..,..,..,0.5,..,..,..,..,0.5,0.5,0.5,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Tuvalu,TUV,27.5,..,..,..,..,25.2,..,24.4,..,..,23.1,..,..,..,..,21.4,..,..,..,..,19.7,19.4,19.1,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Uganda,UGA,15.3,..,..,..,..,10.6,..,9.1,..,..,7.4,..,..,..,..,5.1,..,..,..,..,3.6,3.3,3.1,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Ukraine,UKR,14.1,..,..,..,..,13.4,..,13.2,..,..,12.8,..,..,..,..,12.2,..,..,..,..,11.7,11.6,11.5,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,United Arab Emirates,ARE,4,..,..,..,..,3.6,..,3.4,..,..,3.2,..,..,..,..,2.9,..,..,..,..,2.7,2.6,2.6,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,United Kingdom,GBR,36.7,..,..,..,..,28.5,..,25.8,..,..,22.4,..,..,..,..,17.4,..,..,..,..,13.7,13,12.4,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,United States,USA,25.3,..,..,..,..,23.5,..,22.8,..,..,21.9,..,..,..,..,20.5,..,..,..,..,19.3,18.9,18.7,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Uruguay,URY,29.5,..,..,..,..,26.2,..,25.1,..,..,23.3,..,..,..,..,20.7,..,..,..,..,18.4,18,17.5,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Uzbekistan,UZB,1.8,..,..,..,..,1.6,..,1.5,..,..,1.4,..,..,..,..,1.2,..,..,..,..,1.1,1.1,1,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Viet Nam,VNM,5,..,..,..,..,4,..,3.7,..,..,3.3,..,..,..,..,2.7,..,..,..,..,2.2,2.1,2,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,"Yemen, Rep.",YEM,16.5,..,..,..,..,14,..,13.1,..,..,11.9,..,..,..,..,10.2,..,..,..,..,8.7,8.5,8.2,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Zambia,ZMB,9.2,..,..,..,..,7.4,..,6.7,..,..,5.9,..,..,..,..,4.7,..,..,..,..,3.8,3.7,3.5,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Zimbabwe,ZWE,5.2,..,..,..,..,3.7,..,3.2,..,..,2.6,..,..,..,..,1.8,..,..,..,..,1.3,1.2,1.2,..,..
"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,Africa Eastern and Southern,AFE,10.4363013157369,..,..,..,..,8.09987610897665,..,7.34767330426124,..,..,6.36777551788611,..,..,..,..,5.01765658659103,..,..,..,..,4.01764198524007,3.85197038438162,3.69446566599668,..,..
